name,brand,category,subcategory,gender,price,currency,color,material,sizes,description,product_url,photo_url
"Jeans ""Logo de base 01” Black","Brûler","bottoms","Джинсы","unisex","12990","RUB","Чёрный","","XS,S,M,L,XL,XXL","Jeans ""Logo de base 02"" — черные оверсайз джинсы из 100% хлопка с эффектом garment washing. Прямой оверсайз силуэт и минималистичный дизайн делают джинсы универсальной базой для повседневного гардероба. Сзади джинсы дополнены жакрон-патчем с выдавленным логотипом бренда. Дизайн и детали: 100% хлопок, плотность 425 г/м² — прочный и износостойкий деним. Оверсайз крой, прямой силуэт. Черный цвет с эффектом garment washing. Классическая конструкция с пятью карманами. Жакрон из искусственной кожи сзади. Как носить: С рубашкой “Downtown 98” и кедами — спокойный городской лук с акцентом на фактуру и слои. С худи или футболкой из коллекции essentielle — для цельного, монохромного образа. C пиджаком и кепкой — для расслабленного микса классики и спорта. С лонгсливом и бомбером — для многослойности в межсезонье.","https://bruler.ru/jeans/jeanslogodebaseblack","https://bruler.ru/storage/products/USdkhM0JchsU0ZYXXnCCJQhdLS3WNiw1IySLd0fN.png"
"Cap “Û” Black","Brûler","accessories","Аксессуары","unisex","4990","RUB","Чёрный","","","“Û” — хлопковая кепка чёрного цвета с лаконичным дизайном и акцентной вышивкой. Минималистичная форма и фирменные детали делают её универсальным элементом гардероба, который легко вписывается в повседневные образы. Спереди и сзади — декоративные вышивки, добавляющие узнаваемый характер. Дизайн и детали: 100% хлопок. Классическая форма. Чёрный цвет. Декоративные вышивки спереди и сзади. Регулируемый хлястик для комфортной посадки.","https://bruler.ru/accessories/capublackivr","https://bruler.ru/storage/products/5KeBDSffp80s6iCkIsvkYFs16wbn6la7tmPSnoRq.jpg"
"Pants ""Logo de base 02"" Grey melange","Brûler","bottoms","Брюки","unisex","7990","RUB","Серый","премиального хлопка","XS,S,M,L,XL,XXL","Pants ""Logo de base 02"" — спортивные брюки серого меланжевого цвета из премиального хлопка. Оверсайз крой и минималистичный дизайн делают модель универсальной базой для повседневного гардероба. Изделие дополнено объёмным логотипом с эффектом металла. Дизайн и детали: 100% хлопок, плотность Х г/м² — прочный, сохраняет форму. Оверсайз крой, пояс на резинке с регулировкой на шнурке. Низ брючин на стопперах. Серый меланжевый цвет, патч с эффектом металла. Как носить: С худи или футболкой из коллекции essentielle — для цельного, монохромного образа. C пиджаком и кепкой — для расслабленного микса классики и спорта. С лонгсливом и бомбером — для многослойности в межсезонье. С футболкой и кроссовками — универсальный повседневный вариант.","https://bruler.ru/briuki/pantslogodebasegreymelange","https://bruler.ru/storage/products/sV5HOuohIJ6IAI63fHucV8n2r1e4rDNRPuqzCU1A.png"
"Jacket  “Atelier trouvé” burgundy","Brûler","outerwear","Верхняя одежда","unisex","22490","RUB","Бордовый","","S,M,L,XL","“Atelier trouvé” — оверсайз куртка из 100% плотного хлопка, вдохновлённая образом художника в процессе работы. Плотный хлопковый материал хорошо держит форму и подходит для прохладной погоды. Контрастный отложной воротник из PU-кожи добавляет графичности, а декоративные металлические класпамы и пояс формируют выразительный, собранный силуэт. Бордовый цвет подчёркивает характер изделия и делает его акцентом в образе. Дизайн и детали: 100% хлопок, плотность 360 г/м², — плотный, износостойкий материал. Подкладка для сохранения тепла. Отложной воротник из контрастной PU-кожи. Планка с декоративными металлическими класпами. Декоративный пояс с металлической фурнитурой. Бордовый цвет. Как носить: С камуфляжными джинсами “Archive Camo” — стильный городской образ. С широкими классическими брюками и ботинками — куртка как акцентный элемент в образе. С чёрными джинсами “Attache” и минималистичными кроссовками — универсальный вариант на каждый день. Модель: Петя Рост: 175 Вес: 75 На Пете размер S Модель: Алиса Рост: 173 Вес: 53 На Алисе размер S","https://bruler.ru/verxniaia-odezda/jacketateliertrouveburgundy","https://bruler.ru/storage/products/8r9IyuJWX9h32nmLlPT2nR2DLmLh4m7llEK382d6.jpg"
"Jacket  “Atelier trouvé” milky","Brûler","outerwear","Верхняя одежда","unisex","22490","RUB","Молочный","","S,M,L,XL","“Atelier trouvé” — оверсайз куртка из 100% плотного хлопка, вдохновлённая образом художника в процессе работы. Плотный хлопковый материал хорошо держит форму и подходит для прохладной погоды. Контрастный отложной воротник из PU-кожи добавляет графичности, а декоративные металлические класпамы и пояс формируют выразительный, собранный силуэт. Дизайн и детали: 100% хлопок, плотность — 360 г/м, — плотный, износостойкий материал. Подкладка для сохранения тепла. Отложной воротник из контрастной PU-кожи. Планка с декоративными металлическими класпами. Декоративный пояс с металлической фурнитурой. Молочный цвет. Как носить: С камуфляжными джинсами “Archive Camo” — стильный городской образ. С широкими классическими брюками и ботинками — куртка как акцентный элемент в образе. С чёрными джинсами “Attache” и минималистичными кроссовками — универсальный вариант на каждый день. Модель: Петя Рост: 175 Вес: 75 На Пете размер S Модель: Алиса Рост: 173 Вес: 53 На Алисе размер S","https://bruler.ru/verxniaia-odezda/jacketateliertrouvemilky","https://bruler.ru/storage/products/ueg7RD4HR4R8X6AU0RiyJcLgYvUgxc3x5rD9PlRJ.jpg"
"Pants ""Désordre"" black","Brûler","bottoms","Брюки","unisex","14490","RUB","Чёрный","","S,M,L,XL","“Désordre” — оверсайз брюки из 100% нейлона, в комплекте с ветровкой “Désordre” создают цельный образ. Лёгкий, но плотный материал держит форму и защищает от ветра, сохраняя силуэт. Минималистичный чёрный цвет делает брюки универсальными, а акцент в виде вышивки добавляет характер. Дизайн и детали: 100% нейлон — лёгкий, прочный, ветрозащитный. Оверсайз крой. Чёрный цвет, вышивка. Как носить: С ветровкой “Désordre” — полноценный костюм и стильный городской образ на каждый день. С базовым худи из коллекции Essentielle и кроссовками — универсальный повседневный образ. С курткой “Atelier trouvé” и базовой футболкой — образ с акцентом на фактуру. Модель: Петя Рост: 175 Вес: 75 На Пете размер S Модель: Алиса Рост: 173 Вес: 53 На Алисе размер S","https://bruler.ru/briuki/pantsdesordreblack","https://bruler.ru/storage/products/fGERykseYyzdTDEzt6GMOTMZ9KQzLDQ9MbfMucOB.jpg"
"Windbreaker ""Désordre"" black","Brûler","outerwear","Верхняя одежда","unisex","18990","RUB","Чёрный","","S,M,L,XL","""Désordre"" — оверсайз ветровка из 100% нейлона, в комплекте с брюками “Désordre” создают цельный образ. Лёгкий, но плотный материал хорошо держит форму и защищает от ветра. Минималистичный чёрный цвет делает модель универсальной, а акценты в виде вышивки на груди и принта на воротнике добавляют характер и узнаваемость. Дизайн и детали: 100% нейлон — лёгкий, прочный, ветрозащитный. Оверсайз крой со спущенной линией плеча. Чёрный цвет, вышивка на груди, принт на воротнике. Как носить: С брюками “Désordre” — полноценный костюм и стильный городской образ на каждый день. С прямыми джинсами “Pantalon de travail” и базовой футболкой — стильный городской образ на каждый день. Поверх худи или лонгслива — многослойный образ для прохладной погоды. С чёрными прямыми джинсами “Attache” и кроссовками — минималистичный total black без лишних деталей. Модель: Петя Рост: 175 Вес: 75 На Пете размер S Модель: Алиса Рост: 173 Вес: 53 На Алисе размер S","https://bruler.ru/verxniaia-odezda/windbreakerdesordreblack","https://bruler.ru/storage/products/01KKGXNE586VP7895BPWPWQAP1.jpg"
"Jeans “Attache” black","Brûler","bottoms","Джинсы","unisex","14990","RUB","Чёрный","","XS,S,M,L,XL,XXL","“Attache” — оверсайз джинсы из 100% хлопка с акцентом на конструкцию и детали. Модель с защипами формирует чистый, собранный силуэт, оставаясь комфортной в повседневной носке. Передние и задние карманы, усиленные заклёпками и декоративный металлический класп добавляют выразительный акцент. Чёрный цвет делает модель универсальной базой для городских образов. Дизайн и детали: 100% хлопок, плотность 425 г/м² — плотный и износостойкий материал. Оверсайз крой, модель с защипами. Усиленные швы и карманы с заклёпками. Декоративный металлический класп. Чёрный цвет. Как носить: С курткой “Atelier trouvé” и базовой футболкой — образ с акцентом на фактуру. С ветровкой “Désordre” и лонгсливом — городской вариант для прохладной погоды. С базовым худи из коллекции Essentielle и кроссовками — универсальный повседневный образ. Модель: Петя Рост: 175 Вес: 75 На Пете размер S Модель: Алиса Рост: 173 Вес: 53 На Алисе размер S","https://bruler.ru/jeans/jeansattacheblack","https://bruler.ru/storage/products/01KKH6YCT9RVPT5GE1W8C00QE7.jpg"
"T-Shirt “Ébauche” white","Brûler","tops","Футболки","unisex","7890","RUB","Белый","","XS,S,M,L,XL","“Ébauche” — оверсайз футболка из 100% хлопка белого цвета. На груди — принт Brûler d'Amour в виде наброска, отсылающий к процессу, спонтанности и идее незавершённого жеста как части творчества. Дизайн и детали: 100% хлопок, плотность — 220 г/м², — дышащий и приятный к телу материал. Оверсайз крой со спущенной линией плеча. Белый цвет. Принт Brûler d'Amour на груди Как носить: Поверх лонгслива + джинсы “Attache” — многослойный образ с акцентом на принт футболки. Под ветровку ""Désordre"" с прямыми брюками — простой и удобный повседневный вариант. Под расстегнутую зип-худи и карго “Pantalon de travail” — стильный многослойный образ. С брюками и зип-худи из коллекции ""Essentielle"" — футболка работает как акцентная деталь в спокойном базовом образе. Модель: Петя Рост: 175 Вес: 75 На Пете размер S Модель: Алиса Рост: 173 Вес: 53 На Алисе размер XS","https://bruler.ru/t-shirts/tshirtebauchewhite","https://bruler.ru/storage/products/XEpYsauiACqmIVev0rkXr2ZJtaanDNzrPI1pOnCx.jpg"
"T-Shirt “Ébauche” gray melange","Brûler","tops","Футболки","unisex","7890","RUB","Серый","","XS,S,M,L,XL","“Ébauche” — оверсайз футболка из 100% хлопка серого меланжевого цвета. На груди — принт Brûler d'Amour в виде наброска, отсылающий к процессу, спонтанности и идее незавершённого жеста как части творчества. Дизайн и детали: 100% хлопок, плотность 220 г/м² — дышащий и приятный к телу материал. Оверсайз крой со спущенной линией плеча. Серый меланжевый цвет. Принт Brûler d'Amour на груди Как носить: Поверх лонгслива + джинсы “Attache” — многослойный образ с акцентом на принт футболки. Под ветровку ""Désordre"" с прямыми брюками — простой и удобный повседневный вариант. Под расстегнутую зип-худи и карго “Pantalon de travail” — стильный многослойный образ. С брюками и зип-худи из коллекции ""Essentielle"" — футболка работает как акцентная деталь в спокойном базовом образе. Модель: Петя Рост: 175 Вес: 75 На Пете размер S Модель: Алиса Рост: 173 Вес: 53 На Алисе размер XS","https://bruler.ru/t-shirts/tshirtebauchegraymelange","https://bruler.ru/storage/products/kPU3vbf5e1SQ3zBozEtqTAHu9GSt1IJ5gTL7Ay3b.jpg"
"Windbreaker “Base” milky","Brûler","outerwear","Верхняя одежда","unisex","15990","RUB","Молочный","","XS,S,M,L,XL","“Base” — женская оверсайз ветровка из 100% нейлона, созданная как универсальная база для образов на прохладную погоду. Лёгкий, но плотный материал хорошо держит форму и защищает от ветра. Воротник-стойка и спущенная линия плеча формируют расслабленный силуэт, декоративная вышивка на груди добавляет аккуратный акцент. Дизайн и детали: 100% нейлон — лёгкий, прочный, ветрозащитный материал. Оверсайз крой со спущенной линией плеча. Воротник-стойка и регулируемый низ изделия. Молочный цвет, декоративная вышивка на груди. Как носить: С джинсами клёш “Évasé” — спокойный универсальный вариант на каждый день. Поверх худи или лонгслива — многослойный образ для прохладной погоды. Со спортивными прямыми брюками из коллекции Essentielle — базовый повседневный образ. С шортами или юбкой — ветровка как акцентный элемент в образе. Модель: Алиса Рост: 173 Вес: 53 На Алисе размер XS","https://bruler.ru/verxniaia-odezda/windbreakerbasemilky","https://bruler.ru/storage/products/JpyhHq4cCJ01VyhllHlMe7hPclWhgaVkwtg9kHiA.jpg"
"Windbreaker “Base” black","Brûler","outerwear","Верхняя одежда","unisex","15990","RUB","Чёрный","","XS,S,M,L,XL","“Base” — женская оверсайз ветровка из 100% нейлона, созданная как универсальная база для образов на прохладную погоду. Лёгкий, но плотный материал хорошо держит форму и защищает от ветра. Воротник-стойка и спущенная линия плеча формируют расслабленный силуэт, декоративная вышивка на груди добавляет аккуратный акцент. Дизайн и детали: 100% нейлон — лёгкий, прочный, ветрозащитный материал. Оверсайз крой со спущенной линией плеча. Воротник-стойка и регулируемый низ изделия. Чёрный цвет, декоративная вышивка на груди. Как носить: С джинсами клёш “Évasé” — спокойный универсальный вариант на каждый день. Поверх худи или лонгслива — многослойный образ для прохладной погоды. Со спортивными прямыми брюками из коллекции Essentielle — базовый повседневный образ. С шортами или юбкой — ветровка как акцентный элемент в образе. Модель: Алиса Рост: 173 Вес: 53 На Алисе размер XS","https://bruler.ru/verxniaia-odezda/windbreakerbaseblackwgo","https://bruler.ru/storage/products/01KKEHCVEP3GE734VRCXWCR3YE.jpg"
"Sweatshirt “Croquis frais” dark blue","Brûler","tops","Худи","unisex","14890","RUB","Синий","","XS,S,M,L,XL","“Croquis frais” — укороченный оверсайз свитшот из 100% премиального хлопка. Свитшот с двойными рукавами и отложным воротником подчёркивает форму и пропорции изделия. Спереди — принт в виде рисунка, дополненный вышивкой Brûler d'Amour, создающий ощущение спонтанного скетча и ручной работы. Дизайн и детали: 100% хлопок, плотность 480 г/м² — дышащий, приятный к телу. Оверсайз крой со спущенной линией плеча. Укороченный крой, двойные рукава. Отложной воротник. Тёмно-синий цвет, принт спереди и вышивка Brûler d'Amour. Как носить: С прямыми джинсами “Attache” и кедами — базовый городской образ. С камуфляжными джинсами ""Archive Camo"" и массивными кроссовками — смелый стрит-лук с акцентом на текстуру. С юбкой или шортами — свитшот как акцентный элемент в образе. Модель: Петя Рост: 175 Вес: 75 На Пете размер S","https://bruler.ru/hoodies/sweatshirtcroquisfraisdarkblue","https://bruler.ru/storage/products/GgUYojhmNTCUZrC6UUMqn0sqKxpclVUfjK8K3plm.png"
"Jeans “Pantalon de travail” beige","Brûler","bottoms","Джинсы","unisex","14990","RUB","Бежевый","","XS,S,M,L,XL,XXL","“Pantalon de travail” — оверсайз карго-брюки из 100% премиального хлопка. Модель выполнена в утилитарной конструкции с передними втачными карманами, объёмными боковыми карманами с клапанами и задними накладными карманами. Декоративный металлический класп добавляет акцент. Бежевый цвет делает универсальной базой для повседневных образов. Дизайн и детали: 100% хлопок, плотность 380 г/м² — плотный и износостойкий материал. Оверсайз крой, утилитарная карго-конструкция. Передние, боковые и задние карманы. Декоративный металлический класп. Бежевый цвет. Как носить: С ветровкой ""Désordre"" и лонгсливом под низ — расслабленный повседневный образ на прохладную погоду. С рубашкой “Downtown 98” и кедами — спокойный городской лук с акцентом на фактуру и слои. С базовым худи и минималистичными кроссовками — универсальный вариант для дня, когда нужен комфорт. Модель: Петя Рост: 175 Вес: 75 На Пете размер S Модель: Алиса Рост: 173 Вес: 53 На Алисе размер S","https://bruler.ru/jeans/jeanspantalondetravailbeige","https://bruler.ru/storage/products/2LgmXLkGMQfHMRCh0Kq0P46cMaD8fpSM9Y13dL5g.png"
"Jacket ""Sans laisser de trace"" dark blue","Brûler","outerwear","Верхняя одежда","unisex","18990","RUB","Синий","","XS,S,M,L,XL","""Sans laisser de trace"" — двусторонняя оверсайз куртка из 100% хлопка. Свободный силуэт со спущенной линией плеча и широкими рукавами. Одна сторона - глубокий темно-синий цвет с карманами на кнопках, другая - молочная с графичным патчем на спине. Рассчитана на прохладную погоду межсезонья. Дизайн и детали: 100% хлопок - плотная фактурная ткань. Двусторонняя конструкция: Темно-синяя сторона: прорезные карманы с клапанами на кнопках, лаконичная вышивка. Светлая сторона: прорезной карман на груди, декорированный кнопками, графичный тканевый патч на спине. Свободный оверсайз-силуэт со спущенной линией плеча. Воротник-стойка фиксируется коротким хлястиком на кнопках. Застежка на металлическую молнию. Манжеты и пояс фиксируют посадку. Как носить: С камуфляжными джинсами “Archive Camo” — стильный городской образ. С широкими классическими брюками и ботинками — куртка как акцентный элемент в образе. С чёрными джинсами “Attache” и минималистичными кроссовками — универсальный вариант на каждый день. Модель: Петя Рост: 175 Вес: 75 На Пете размер S Модель: Алиса Рост: 173 Вес: 53 На Алисе размер S","https://bruler.ru/verxniaia-odezda/jacketsanslaisserdetrace","https://bruler.ru/storage/products/kCXUZGvsc6cJbsNeuqH3ZkMPqVhUVCLyvHhNp5i9.jpg"
"Jeans “Évasé” black washing","Brûler","bottoms","Джинсы","unisex","14990","RUB","Чёрный","","XS,S,M,L,XL,XXL","Jeans “Évasé” Black Washing — джинсы клёш из 100% хлопка с эффектом варки. Силует с чистым, вытянутым силуэтом и аккуратным расширением к низу. Вываренная чёрная фактура добавляет глубину цвету и делает джинсы выразительными, оставаясь универсальными для повседневных образов. Дизайн и детали: 100% хлопок, плотность 425 г/м² — плотный и износостойкий деним. Крой клёш. Чёрный цвет с эффектом washing. Как носить: С курткой “Atelier trouvé” и базовой футболкой — образ с акцентом на фактуру. С рубашкой “Downtown 98” и кедами — спокойный городской лук с акцентом на фактуру и слои. С ветровкой “Désordre” и лонгсливом — городской вариант для прохладной погоды. С базовым худи из коллекции Essentielle и кроссовками — универсальный повседневный образ. Модель: Петя Рост: 175 Вес: 75 На Пете размер S Модель: Алиса Рост: 173 Вес: 53 На Алисе размер S","https://bruler.ru/jeans/jeansevaseblackwashing","https://bruler.ru/storage/products/Y9NJCL2sXpctOxV1vUDDzGHFjmO8FutviXqoeTKT.png"
